,Full Address,LatLong
1479,"512 EAST 89TH   STREET                    New York, NY 10128",
1480,"957 PARK AVENUE                           New York, NY 10028",
1481,"314 EAST 86TH   STREET                    New York, NY 10028",
1482,"200 EAST 84TH ST New York, NY 10028",
1483,"200 EAST 84TH STREET New York, NY 10028",
1484,"320 EAST 86TH STREET New York, NY 10028",
1485,"320 EAST 86TH   STREET New York, NY 10028",
1486,"448 EAST 88TH STREET New York, NY 10128",
1487,"125 EAST 82ND   STREET                    New York, NY 10028",
1488,"949 PARK AVENUE                           New York, NY 10028",
1489,"108 EAST 82ND   STREET New York, NY 10028",
1490,"509 EAST 88TH ST New York, NY 10128",
1491,"336 EAST 86TH   STREET                    New York, NY 10028",
1492,"208 EAST 84TH STREET New York, NY 10028",
1493,"210 EAST 84TH STREET New York, NY 10028",
1494,"45 EAST 80TH   STREET New York, NY 10075",
1495,"214 EAST 84TH STREET New York, NY 10028",
1496,"216 EAST 84TH   STREET                    New York, NY 10028",
1497,"51 EAST 80TH   STREET                     New York, NY 10075",
1498,"321 EAST 85TH   STREET                    New York, NY 10028",
1499,"521 EAST 88TH STREET New York, NY 10128",
1500,"335 EAST 85TH New York, NY 10028",
1501,"333 EAST 85TH STREET New York, NY 10028",
1502,"201 E 83RD STREET New York, NY 10028",
1503,"337 EAST 85TH STREET New York, NY 10028",
1504,"531 EAST 88TH ST New York, NY 10128",
1505,"531 EAST 88TH STREET New York, NY 10128",
1506,"312 EAST 85TH STREET New York, NY 10028",
1507,"167 EAST 82ND   STREET New York, NY 10028",
1508,"167 EAST 82ND   STREET                    New York, NY 10028",
1509,"322 EAST 85TH STREET New York, NY 10028",
1510,"431 EAST 86TH   STREET New York, NY 10028",
1511,"351 EAST 85TH   STREET                    New York, NY 10028",
1512,"131 EAST 81ST STREET New York, NY 10028",
1513,"925 PARK AVENUE New York, NY 10028",
1514,"455 EAST 86TH                             New York, NY 10028",
1515,"342 EAST 85TH   STREET                    New York, NY 10028",
1516,"168 EAST 82ND   STREET New York, NY 10028",
1517,"344 EAST 85TH   STREET                    New York, NY 10028",
1518,"455 EAST 86TH   STREET                    New York, NY 10028",
1519,"224 EAST 83RD STREET                      New York, NY 10028",
1520,"327 EAST 84TH   STREET                    New York, NY 10028",
1521,"230 EAST 83RD   STREET                    New York, NY 10028",
1522,"226 EAST 83RD   STREET                    New York, NY 10028",
1523,"312 EAST 84TH   STREET                    New York, NY 10028",
1524,"314 EAST 84TH   STREET                    New York, NY 10028",
1525,"343 EAST 84TH   STREET                    New York, NY 10028",
1526,"246 EAST 83RD   STREET                    New York, NY 10028",
1527,"347 EAST 84TH STREET                      New York, NY 10028",
1528,"347 EAST 84TH   STREET New York, NY 10028",
1529,"349 EAST 84TH   STREET New York, NY 10028",
1530,"305 EAST 83RD STREET New York, NY 10028",
1531,"233 EAST 82ND   STREET                    New York, NY 10028",
1532,"344 EAST 84TH STREET New York, NY 10028",
1533,"218 EAST 82ND   STREET New York, NY 10028",
1534,"218 EAST 82ND STREET New York, NY 10028",
1535,"1006 MADISON AVENUE                       New York, NY 10075",
1536,"249 EAST 82ND   STREET                    New York, NY 10028",
1537,"325 EAST 83RD   STREET                    New York, NY 10028",
1538,"215 EAST 81ST STREET                      New York, NY 10028",
1539,"40 EAST 78TH   STREET New York, NY 10075",
1540,"40 EAST 78TH STREET                       New York, NY 10075",
1541,"40 EAST 78TH   STREET                     New York, NY 10075",
1542,"331 EAST 83RD STREET New York, NY 10028",
1543,"1420 3RD  AVENUE                          New York, NY 10028",
1544,"535 EAST 86TH   STREET New York, NY 10028",
1545,"225 EAST 81ST STREET                      New York, NY 10028",
1546,"320 EAST 83RD   STREET New York, NY 10028",
1547,"229 EAST 81ST   STREET New York, NY 10028",
1548,"330 EAST 83RD STREET New York, NY 10028",
1549,"155 EAST 79TH   STREET                    New York, NY 10075",
1550,"329 EAST 82ND   STREET                    New York, NY 10028",
1551,"306 EAST 82ND   STREET                    New York, NY 10028",
1552,"306 EAST 82ND STREET New York, NY 10028",
1553,"306 EAST 82ND STREET                      New York, NY 10028",
1554,"7 EAST 76TH   STREET New York, NY 10021",
1555,"201 EAST 80TH STREET New York, NY 10075",
1556,"201 EAST 80TH STREET                      New York, NY 10075",
1557,"201 EAST 80TH   STREET New York, NY 10075",
1558,"337 EAST 82ND   STREET                    New York, NY 10028",
1559,"71 EAST 77TH   STREET New York, NY 10075",
1560,"350 EAST 82ND   STREET New York, NY 10028",
1561,"350 EAST 82ND STREET                      New York, NY 10028",
1562,"350 EAST 82ND   STREET                    New York, NY 10028",
1563,"350 EAST 82ND ST New York, NY 10028",
1564,"215 EAST 80TH STREET                      New York, NY 10075",
1565,"320 EAST 82ND   STREET                    New York, NY 10028",
1566,"179 EAST 79TH STREET New York, NY 10075",
1567,"505 EAST 84TH   STREET New York, NY 10028",
1568,"326 EAST 82ND   STREET                    New York, NY 10028",
1569,"334 EAST 82ND STREET New York, NY 10028",
1570,"110 EAST 78TH   STREET                    New York, NY 10075",
1571,"1129 LEXINGTON AVENUE                     New York, NY 10075",
1572,"331 EAST 81ST STREET                      New York, NY 10028",
1573,"331 EAST 81ST STREET New York, NY 10028",
1574,"201 E 79TH STREET New York, NY 10075",
1575,"453 EAST 83RD   STREET New York, NY 10028",
1576,"335 EAST 81ST STREET New York, NY 10028",
1577,"308 EAST 81ST   STREET                    New York, NY 10028",
1578,"151 EAST 78TH STREET New York, NY 10075",
1579,"200 EAST 79TH STREET New York, NY 10075",
1580,"200 EAST 79TH   STREET                    New York, NY 10075",
1581,"32 EAST 76TH STREET                       New York, NY 10021",
1582,"32 EAST 76TH   STREET                     New York, NY 10021",
1583,"167 EAST 78TH   STREET New York, NY 10075",
1584,"148 EAST 78TH   STREET                    New York, NY 10075",
1585,"336 EAST 81ST   STREET                    New York, NY 10028",
1586,"229 EAST 79TH STREET New York, NY 10075",
1587,"229 E 79TH STREET New York, NY 10075",
1588,"345 EAST 81ST   STREET New York, NY 10028",
1589,"315 EAST 80TH   STREET New York, NY 10075",
1590,"530 EAST 84TH STREET New York, NY 10028",
1591,"500 E. 83RD STREET New York, NY 10028",
1592,"170 EAST 78TH ST New York, NY 10075",
1593,"239 EAST 79TH ST New York, NY 10075",
1594,"239 EAST  79TH STREET New York, NY 10075",
1595,"325 EAST 80TH   STREET New York, NY 10075",
1596,"345 EAST 80TH                             New York, NY 10075",
1597,"345 EAST 80TH New York, NY 10075",
1598,"188 EAST 78TH   STREET                    New York, NY 10075",
1599,"330 EAST 80TH New York, NY 10075",
1600,"230 EAST 79TH   STREET New York, NY 10075",
1601,"205 E 78TH STREET New York, NY 10075",
1602,"205 EAST 78TH   STREET                    New York, NY 10021",
1603,"316 EAST 80TH   STREET                    New York, NY 10075",
1604,"333 EAST 80TH   STREET New York, NY 10075",
1605,"240 EAST 79TH   STREET New York, NY 10075",
1606,"345 EAST 80TH ST                          New York, NY 10075",
1607,"345 EAST 80TH   STREET                    New York, NY 10075",
1608,"345 EAST 80TH  STREET                     New York, NY 10075",
1609,"345 EAST 80TH STREET                      New York, NY 10075",
1610,"200 EAST 78TH STREET New York, NY 10075",
1611,"340 EAST 80TH   STREET New York, NY 10075",
1612,"177 EAST 77TH STREET New York, NY 10075",
1613,"301 E.79TH STREET                         New York, NY 10075",
1614,"301 E 79TH STREET                         New York, NY 10075",
1615,"301 EAST 79TH   STREET New York, NY 10075",
1616,"223 EAST 78TH STREET New York, NY 10075",
1617,"330 EAST 80TH STREET                      New York, NY 10075",
1618,"330 EAST 80TH   STREET New York, NY 10075",
1619,"91 EAST END AVENUE New York, NY 10028",
1620,"239 EAST 78TH STREET                      New York, NY 10075",
1621,"933 MADISON AVENUE                        New York, NY 10021",
1622,"20 EAST 74TH STREET New York, NY 10021",
1623,"20 EAST 74TH STREET                       New York, NY 10021",
1624,"300 EAST 79TH   STREET                    New York, NY 10075",
1625,"323 EAST 79TH   STREET New York, NY 10075",
1626,"37 EAST 74TH   STREET                     New York, NY 10021",
1627,"259 EAST 78TH ST New York, NY 10075",
1628,"39 EAST 74TH   STREET                     New York, NY 10021",
1629,"145 EAST 76TH STREET                      New York, NY 10021",
1630,"11 EAST 73RD STREET New York, NY 10021",
1631,"176 EAST 77TH ST. New York, NY 10075",
1632,"33 EAST 74TH STREET                       New York, NY 10021",
1633,"261 EAST 78TH   STREET New York, NY 10075",
1634,"201 EAST 77TH   STREET                    New York, NY 10075",
1635,"236 EAST 78TH STREET New York, NY 10075",
1636,"236 EAST 78TH   STREET New York, NY 10075",
1637,"920 5TH AVENUE New York, NY 10021",
1638,"155 EAST 76TH STREET                      New York, NY 10021",
1639,"213 EAST 77TH   STREET                    New York, NY 10075",
1640,"308 EAST 79TH ST New York, NY 10075",
1641,"308 EAST 79TH   STREET New York, NY 10075",
1642,"333 EAST 79TH   STREET New York, NY 10075",
1643,"333 EAST 79TH STREET New York, NY 10075",
1644,"333 EAST 79TH   STREET                    New York, NY 10075",
1645,"402 EAST 80TH   STREET New York, NY 10075",
1646,"195 EAST 76TH STREET                      New York, NY 10021",
1647,"330 EAST 79TH   STREET New York, NY 10075",
1648,"239 EAST 77TH   STREET                    New York, NY 10075",
1649,"1065 LEXINGTON AVENUE New York, NY 10021",
1650,"334 EAST 79TH   STREET                    New York, NY 10075",
1651,"799 PARK AVENUE New York, NY 10021",
1652,"1057-1059 LEXINGTON AVENUE                New York, NY 10021",
1653,"315 EAST 78TH   STREET                    New York, NY 10075",
1654,"188 EAST 76TH   STREET                    New York, NY 10021",
1655,"319 EAST 78TH   STREET                    New York, NY 10075",
1656,"157 EAST 75TH   STREET                    New York, NY 10021",
1657,"321 EAST 78TH   STREET                    New York, NY 10075",
1658,"52 EAST END AVENUE                        New York, NY 10028",
1659,"306 EAST 78TH   STREET New York, NY 10075",
1660,"306 EAST 78TH   STREET                    New York, NY 10075",
1661,"343 E 78TH STREET New York, NY 10075",
1662,"512 EAST 81ST   STREET                    New York, NY 10028",
1663,"19 EAST 72ND STREET New York, NY 10021",
1664,"328 EAST 78TH   STREET                    New York, NY 10075",
1665,"315 EAST 77TH   STREET New York, NY 10075",
1666,"338 EAST 78TH STREET New York, NY 10075",
1667,"188 EAST 75TH ST New York, NY 10021",
1668,"350 EAST 78TH STREET New York, NY 10075",
1669,"196 EAST 75TH STREET New York, NY 10021",
1670,"325 EAST 77TH   STREET New York, NY 10075",
1671,"39 EAST 72ND   STREET                     New York, NY 10021",
1672,"157 EAST 74TH   STREET                    New York, NY 10021",
1673,"45 EAST 72ND STREET New York, NY 10021",
1674,"3 EAST 71ST STREET New York, NY 10021",
1675,"345 EAST 77TH New York, NY 10075",
1676,"510 EAST 80TH   STREET New York, NY 10075",
1677,"40 EAST 72ND   STREET New York, NY 10021",
1678,"33 EAST END AVENUE New York, NY 10028",
1679,"322 EAST 77TH   STREET                    New York, NY 10075",
1680,"345 EAST 77TH STREET New York, NY 10075",
1681,"328 EAST 77TH   STREET New York, NY 10075",
1682,"350 EAST 77TH STREET New York, NY 10075",
1683,"872 MADISON AVENUE                        New York, NY 10021",
1684,"17 EAST 71ST STREET                       New York, NY 10021",
1685,"36 EAST 72ND   STREET New York, NY 10021",
1686,"332 EAST 77TH STREET New York, NY 10075",
1687,"353 EAST 77TH   STREET                    New York, NY 10075",
1688,"334 EAST 77TH STREET New York, NY 10075",
1689,"336 EAST 77TH STREET New York, NY 10075",
1690,"50 EAST 72ND   STREET New York, NY 10021",
1691,"136 EAST 73RD   STREET                    New York, NY 10021",
1692,"174 EAST 74TH STREET New York, NY 10021",
1693,"1022 LEXINGTON AVENUE                     New York, NY 10021",
1694,"420 EAST 78TH   STREET New York, NY 10075",
1695,"230 EAST 75TH   STREET                    New York, NY 10021",
1696,"117 EAST 72ND STREET New York, NY 10021",
1697,"207 EAST 74TH   STREET New York, NY 10021",
1698,"207 EAST 74TH ST. New York, NY 10021",
1699,"207 EAST 74TH STREET New York, NY 10021",
1700,"175 EAST 73RD STREET New York, NY 10021",
1701,"504 EAST 79TH   STREET                    New York, NY 10075",
1702,"177 EAST 73RD   STREET New York, NY 10021",
1703,"19 EAST 70TH   STREET                     New York, NY 10021",
1704,"244 EAST 75TH STREET                      New York, NY 10021",
1705,"2 EAST END AVENUE New York, NY 10075",
1706,"301 E 75TH ST. New York, NY 10021",
1707,"400 E 77TH ST New York, NY 10075",
1708,"4 EAST 70TH   STREET New York, NY 10021",
1709,"363 EAST 76TH STREET New York, NY 10075",
1710,"311 E. 75TH STREET New York, NY 10021",
1711,"311 E 75TH ST New York, NY 10021",
1712,"311 EAST 75TH   STREET New York, NY 10021",
1713,"218 EAST 74TH   STREET                    New York, NY 10021",
1714,"430 EAST 77TH STREET New York, NY 10075",
1715,"28 EAST 70TH   STREET                     New York, NY 10021",
1716,"404 EAST 76TH   STREET New York, NY 10021",
1717,"333 EAST 75TH   STREET New York, NY 10021",
1718,"333 EAST 75TH STREET New York, NY 10021",
1719,"215 EAST 73RD   STREET New York, NY 10021",
1720,"339 EAST 75TH   STREET New York, NY 10021",
1721,"339 EAST 75TH   STREET                    New York, NY 10021",
1722,"527 EAST 78TH   STREET New York, NY 10075",
1723,"225 EAST 73RD  STREET New York, NY 10021",
1724,"206 EAST 73RD STREET                      New York, NY 10021",
1725,"206 EAST 73RD   STREET                    New York, NY 10021",
1726,"8 EAST 69TH   STREET                      New York, NY 10021",
1727,"516 E. 78TH ST New York, NY 10075",
1728,"315 EAST 74TH STREET                      New York, NY 10021",
1729,"235 EAST 73RD   STREET New York, NY 10021",
1730,"555 EAST 78TH   STREET                    New York, NY 10075",
1731,"317 EAST 74TH STREET                      New York, NY 10021",
1732,"300 E. 74TH STREET New York, NY 10021",
1733,"210 EAST 73RD   STREET New York, NY 10021",
1734,"435 EAST 76TH STREET New York, NY 10021",
1735,"330 EAST 75TH   STREET                    New York, NY 10021",
1736,"330 EAST 75TH STREET                      New York, NY 10021",
1737,"330 EAST 75TH   STREET New York, NY 10021",
1738,"330 EAST 75TH ST New York, NY 10021",
